Database entry; RomName; Rom; Vid; Thm; Whl; Art1; Art2; Art3; Art4; Snd; crc; Manufacturer; Year; Genre
Shane Watson's Power Play Cricket 2011; Shane Watson's Power Play Cricket 2011 (Australia); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Mysterious Adventures in the Caribbean; Mysterious Adventures in the Caribbean (Europe) (En,Fr,De,Nl) (Rev 1); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Mysterious Case of Dr. Jekyll & Mr. Hyde, The; Mysterious Case of Dr. Jekyll & Mr. Hyde, The (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Shawn Johnson Gymnastics; Shawn Johnson Gymnastics (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Sherlock Holmes - The Mystery of the Mummy; Sherlock Holmes - The Mystery of the Mummy (USA) (En,Fr,Es) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Mystery Case Files - Ravenhearst; Mystery Case Files - Ravenhearst (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Mystery Dungeon - Shiren the Wanderer; Mystery Dungeon - Shiren the Wanderer (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Yoshi's Island DS; Yoshi's Island DS (USA) (Rev 1); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Zhu Zhu Pets 2 - Featuring the Wild Bunch; Zhu Zhu Pets 2 - Featuring the Wild Bunch (USA) (En,Fr) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Mystery Tales 2 - The Spirit Mask; Mystery Tales 2 - The Spirit Mask (Europe) (En,Fr,De,Es,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
N+; N+ (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nacho Libre; Nacho Libre (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nadia - Megafun Land; Nadia - Megafun Land (Europe) (En,Fr) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Nadia's World; Nadia's World (Europe) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Naked Brothers Band, The - The Video Game; Naked Brothers Band, The - The Video Game (USA) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Shin Megami Tensei - Devil Survivor; Shin Megami Tensei - Devil Survivor (USA) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Nancy Drew - The Deadly Secret of Olde World Park; Nancy Drew - The Deadly Secret of Olde World Park (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nancy Drew - The Hidden Staircase; Nancy Drew - The Hidden Staircase (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nancy Drew - The Model Mysteries; Nancy Drew - The Model Mysteries (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nancy Drew - The Mystery of the Clue Bender Society; Nancy Drew - The Mystery of the Clue Bender Society (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nanda's Island; Nanda's Island (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Nanostray; Nanostray (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nanostray 2; Nanostray 2 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Napoleon Dynamite - The Game; Napoleon Dynamite - The Game (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Naraba's World - Labyrinth of Light; Naraba's World - Labyrinth of Light (Europe) (En,Fr,De,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Naraba's World - The Mysterious Palace; Naraba's World - The Mysterious Palace (Europe) (En,Fr,De,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Shorts; Shorts (USA) (En,Fr) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Naruto - Ninja Council 3; Naruto - Ninja Council 3 (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Naruto - Ninja Destiny; Naruto - Ninja Destiny (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Shrek - Super Slam; Shrek - Super Slam (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Naruto - Path of the Ninja 2; Naruto - Path of the Ninja 2 (USA) (En,Fr) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Naruto Shippuden - Naruto vs Sasuke; Naruto Shippuden - Naruto vs Sasuke (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Naruto Shippuden - Ninja Council 4; Naruto Shippuden - Ninja Council 4 (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Shrek's Carnival Craze - Party Games; Shrek's Carnival Craze - Party Games (USA) (En,Fr) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Sideswiped; Sideswiped (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Natalie Brooks - Mystery at Hillcrest High; Natalie Brooks - Mystery at Hillcrest High (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Natalie Brooks - The Treasures of the Lost Kingdom; Natalie Brooks - The Treasures of the Lost Kingdom (Europe) (En,Fr,De,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
National Geographic - Panda; National Geographic - Panda (USA) (En,Fr) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Need for Speed - Most Wanted; Need for Speed - Most Wanted (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Need for Speed - Nitro; Need for Speed - Nitro (USA) (En,Fr,De,Es,It,Nl) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Need for Speed - ProStreet; Need for Speed - ProStreet (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Need for Speed - Undercover; Need for Speed - Undercover (USA) (En,Fr,De,Es,It,Nl) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Sid Meier's Civilization Revolution; Sid Meier's Civilization Revolution (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Zhu Zhu Pets; Zhu Zhu Pets (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Neighbours from Hell; Neighbours from Hell (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Neopets Puzzle Adventure; Neopets Puzzle Adventure (USA) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Nervous Brickdown; Nervous Brickdown (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Neves; Neves (USA) (En,Ja); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
New Carnival Games; New Carnival Games (USA) (En,Fr,Es) (NDSi Enhanced); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
New International Track & Field; New International Track & Field (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Silverlicious; Silverlicious (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
New Touch Party Game; New Touch Party Game (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
New York Times Crosswords, The; New York Times Crosswords, The (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
New Zealand Story Revolution; New Zealand Story Revolution (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ni Hao, Kai-Lan - New Year's Celebration; Ni Hao, Kai-Lan - New Year's Celebration (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nickelodeon Team - Umizoomi; Nickelodeon Team - Umizoomi (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nickelodeon Team Umizoomi and Dora's Fantastic Flight; Nickelodeon Team Umizoomi and Dora's Fantastic Flight (USA); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Nicktoons - Attack of the Toybots; Nicktoons - Attack of the Toybots (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nicktoons - Battle for Volcano Island; Nicktoons - Battle for Volcano Island (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
SimCity DS; SimCity DS (USA) (En,Fr,De,Es,It,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Sims 2, The - Pets; Sims 2, The - Pets (USA) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Zendoku; Zendoku (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Yogi Bear; Yogi Bear (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ninja Captains; Ninja Captains (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ninja Gaiden - Dragon Sword; Ninja Gaiden - Dragon Sword (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Ninja Reflex; Ninja Reflex (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ninjatown; Ninjatown (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Nintendo DS Browser; Nintendo DS Browser (USA, Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Nintendogs - Best Friends; Nintendogs - Best Friends (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nintendogs - Chihuahua & Friends; Nintendogs - Chihuahua & Friends (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nintendogs - Dachshund & Friends; Nintendogs - Dachshund & Friends (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nintendogs - Dalmatian & Friends; Nintendogs - Dalmatian & Friends (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Nintendogs - Lab & Friends; Nintendogs - Lab & Friends (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Noddy in Toyland; Noddy in Toyland (Europe) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Nostalgia; Nostalgia (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
NRL Mascot Mania; NRL Mascot Mania (Australia) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Nursery Mania; Nursery Mania (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
OK! - First for Celebrity News - Puzzle Stars; OK! - First for Celebrity News - Puzzle Stars (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Oktoberfest - The Official Game; Oktoberfest - The Official Game (Europe) (En,Fr,De,Es,It) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
OMG 26 - Our Mini Games; OMG 26 - Our Mini Games (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
One Piece - Gigant Battle!; One Piece - Gigant Battle! (Europe) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Ontamarama; Ontamarama (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Ookami Den; Ookami Den (USA) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Open Season; Open Season (USA) (En,Fr,Es,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Operation - Vietnam; Operation - Vietnam (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Orcs & Elves; Orcs & Elves (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Original Frisbee Disc Sports - Ultimate & Golf; Original Frisbee Disc Sports - Ultimate & Golf (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Original Rummikub, The - Brings People Together; Original Rummikub, The - Brings People Together (Europe) (En,Fr,De,Es,It,Nl) (DTP Entertainment AG); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Oscar der Ballonfahrer - Tierische Abenteuer; Oscar der Ballonfahrer - Tierische Abenteuer (Europe) (En,De); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Our House; Our House (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Over the Hedge; Over the Hedge (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Sims 3, The; Sims 3, The (USA) (En,Fr,Es) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Overlord Minions; Overlord Minions (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pac'n Roll; Pac'n Roll (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Smart Kid's Party Fun Pak; Smart Kid's Party Fun Pak (USA) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pac-Pix; Pac-Pix (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Paint by DS; Paint by DS (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Paint by DS - Classic Masterpieces; Paint by DS - Classic Masterpieces (Europe) (En,Fr,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Paint by DS - Military Vehicles; Paint by DS - Military Vehicles (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Panzer Tactics DS; Panzer Tactics DS (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Party Carnival; Party Carnival (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
SmileyWorld - Island Challenge; SmileyWorld - Island Challenge (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Yu-Gi-Oh! GX - Spirit Caller; Yu-Gi-Oh! GX - Spirit Caller (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Snood 2 - On Vacation; Snood 2 - On Vacation (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Paws & Claws - Best Friends - Dogs & Cats; Paws & Claws - Best Friends - Dogs & Cats (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Paws & Claws - Marine Rescue; Paws & Claws - Marine Rescue (USA) (NDSi Enhanced) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Paws & Claws - Pampered Pets; Paws & Claws - Pampered Pets (USA) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Paws & Claws - Pampered Pets 2; Paws & Claws - Pampered Pets 2 (USA) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Paws & Claws - Pet Resort; Paws & Claws - Pet Resort (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Paws & Claws - Pet Vet; Paws & Claws - Pet Vet (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Paws & Claws - Pet Vet - Australian Adventures; Paws & Claws - Pet Vet - Australian Adventures (USA) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Paws & Claws - Pet Vet 2; Paws & Claws - Pet Vet 2 (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Paws & Claws - Regal Resort; Paws & Claws - Regal Resort (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
PDC World Championship Darts; PDC World Championship Darts (USA) (En,Fr,Es,It,Nl) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Peggle Dual Shot; Peggle Dual Shot (USA) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
So Blonde - Back to the Island; So Blonde - Back to the Island (Europe) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Penguins of Madagascar, The - Dr. Blowhole Returns Again!; Penguins of Madagascar, The - Dr. Blowhole Returns Again! (USA) (En,Fr) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Peppa Pig - Fun and Games; Peppa Pig - Fun and Games (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Peppa Pig - The Game; Peppa Pig - The Game (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Peppa Pig - Theme Park Fun; Peppa Pig - Theme Park Fun (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Percy Jackson and the Olympians - The Lightning Thief; Percy Jackson and the Olympians - The Lightning Thief (USA) (En,Fr); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Personal Fitness for Men; Personal Fitness for Men (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Personal Fitness for Women; Personal Fitness for Women (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Personal Trainer - Cooking; Personal Trainer - Cooking (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Solitaire Overload Plus; Solitaire Overload Plus (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Personal Trainer - Walking; Personal Trainer - Walking (USA) (En,Fr,Es) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pet Adoption Center; Pet Adoption Center (USA) (En,Fr,De,Nl); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pet Alien - An Intergalactic Puzzlepalooza; Pet Alien - An Intergalactic Puzzlepalooza (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pet Pals - Animal Doctor; Pet Pals - Animal Doctor (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Pet Pals - New Leash on Life; Pet Pals - New Leash on Life (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Peter Jackson's King Kong - The Official Game of the Movie; Peter Jackson's King Kong - The Official Game of the Movie (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Sonic Colors; Sonic Colors (USA) (En,Ja,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Yu-Gi-Oh! 5D's - World Championship 2011 - Over the Nexus; Yu-Gi-Oh! 5D's - World Championship 2011 - Over the Nexus (USA) (En,Ja,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Bunnyz Bunch; Petz - Bunnyz Bunch (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Catz 2; Petz - Catz 2 (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Catz Clan; Petz - Catz Clan (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Catz Playground; Petz - Catz Playground (USA) (En,Fr,De,Es,It); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Dogz 2; Petz - Dogz 2 (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Dogz Fashion; Petz - Dogz Fashion (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Petz - Dogz Pack; Petz - Dogz Pack (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Dogz Talent Show; Petz - Dogz Talent Show (USA) (En,Fr,De,Es,It) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Dolphinz Encounter; Petz - Dolphinz Encounter (USA) (En,Fr,Es) (NDSi Enhanced) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Hamsterz Life 2; Petz - Hamsterz Life 2 (USA); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Hamsterz Superstars; Petz - Hamsterz Superstars (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Horseshoe Ranch; Petz - Horseshoe Ranch (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Horsez 2; Petz - Horsez 2 (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Monkeyz House; Petz - Monkeyz House (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Nursery; Petz - Nursery (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Sorcerer's Apprentice, The; Sorcerer's Apprentice, The (USA) (En,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Pony Beauty Pageant; Petz - Pony Beauty Pageant (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Puppyz & Kittenz; Petz - Puppyz & Kittenz (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Wild Animals - Dolphinz; Petz - Wild Animals - Dolphinz (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz - Wild Animals - Tigerz; Petz - Wild Animals - Tigerz (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz Fantasy - Moonlight Magic; Petz Fantasy - Moonlight Magic (USA) (En,Fr,Es) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz Fantasy - Sunshine Magic; Petz Fantasy - Sunshine Magic (USA) (En,Fr,Es) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz Fashion - Dogz & Catz; Petz Fashion - Dogz & Catz (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz Rescue - Endangered Paradise; Petz Rescue - Endangered Paradise (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz Rescue - Ocean Patrol; Petz Rescue - Ocean Patrol (USA) (En,Fr,Es) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Petz Rescue - Wildlife Vet; Petz Rescue - Wildlife Vet (USA) (En,Fr,Es,Pt) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pferd & Pony - Die Reitakademie; Pferd & Pony - Die Reitakademie (Europe) (En,De); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pferd & Pony - Die Reitakademie - Das Entscheidende Turnier; Pferd & Pony - Die Reitakademie - Das Entscheidende Turnier (Europe) (En,De) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Spanish for Everyone!; Spanish for Everyone! (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Pferd & Pony - Mein Westernpferd; Pferd & Pony - Mein Westernpferd (Europe) (En,De) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pferdefreunde Puzzle - Echter Puzzlespass fuer Unterwegs; Pferdefreunde Puzzle - Echter Puzzlespass fuer Unterwegs (Europe) (En,Fr,De,Es,It) [b]; YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Phantasy Star 0; Phantasy Star 0 (USA) [b]; NO; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Phil Taylor's Power Play Darts; Phil Taylor's Power Play Darts (Europe) (Rev 1); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Phineas and Ferb; Phineas and Ferb (USA) [b]; YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Phineas and Ferb - 2 Disney Games; Phineas and Ferb - 2 Disney Games (Europe) (En,Fr,De,Es,It,Nl) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Phineas and Ferb - Across the 2nd Dimension; Phineas and Ferb - Across the 2nd Dimension (USA) (En,Fr,Es); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Phineas and Ferb - Ride Again; Phineas and Ferb - Ride Again (USA) (En,Es) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Phoenix Wright - Ace Attorney; Phoenix Wright - Ace Attorney (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Phoenix Wright - Ace Attorney - Justice for All; Phoenix Wright - Ace Attorney - Justice for All (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Phoenix Wright - Ace Attorney - Trials and Tribulations; Phoenix Wright - Ace Attorney - Trials and Tribulations (USA); YES; YES; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Pic Pic; Pic Pic (Europe); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Picross 3D; Picross 3D (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Picross DS; Picross DS (USA) (En,Fr,Es); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pictionary; Pictionary (USA) (En,Fr,Es) (NDSi Enhanced) [b]; NO; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
PictoImage; PictoImage (USA) (En,Fr,De,Es,It); YES; YES; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Picture Perfect Hair Salon; Picture Perfect Hair Salon (USA); NO; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Picture Puzzle Collection; Picture Puzzle Collection (Europe) (En,Fr,De,Es,It,Nl); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
Pillow Pets; Pillow Pets (USA); YES; NO; NO; NO; NO; NO; YES; NO; NO; ; ; ; 
Spider-Man - Edge of Time; Spider-Man - Edge of Time (USA) (En,Fr); YES; NO; NO; NO; NO; NO; NO; NO; NO; ; ; ; 
